,ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,fecha_incidente_amd,fecha_fallecimiento_amd,Rango_Edad
197,2017-0062,5/15/2017,2017,5,15,CONDUCTOR,MOTO,MASCULINO,35.0,5/15/2017,2017-05-15,2017-05-15,30-39
198,2017-0063,5/17/2017,2017,5,17,PEATON,PEATON,FEMENINO,79.0,5/17/2017,2017-05-17,2017-05-17,60+
199,2017-0064,5/20/2017,2017,5,20,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61.0,5/20/2017,2017-05-20,2017-05-20,60+
200,2017-0065,5/22/2017,2017,5,22,CICLISTA,BICICLETA,MASCULINO,21.0,5/22/2017,2017-05-22,2017-05-22,18-29
201,2017-0066,5/22/2017,2017,5,22,PEATON,PEATON,MASCULINO,10.0,5/22/2017,2017-05-22,2017-05-22,0-17
202,2017-0067,5/23/2017,2017,5,23,CONDUCTOR,MOTO,MASCULINO,21.0,5/23/2017,2017-05-23,2017-05-23,18-29
203,2017-0068,5/27/2017,2017,5,27,CONDUCTOR,MOTO,MASCULINO,32.0,5/27/2017,2017-05-27,2017-05-27,30-39
204,2017-0069,5/29/2017,2017,5,29,CONDUCTOR,MOTO,MASCULINO,39.0,5/29/2017,2017-05-29,2017-05-29,30-39
205,2017-0070,5/30/2017,2017,5,30,PEATON,PEATON,MASCULINO,80.0,5/31/2017,2017-05-30,2017-05-31,60+
206,2017-0072,6/3/2017,2017,6,3,CONDUCTOR,AUTO,MASCULINO,25.0,6/3/2017,2017-06-03,2017-06-03,18-29
207,2017-0073,6/4/2017,2017,6,4,CONDUCTOR,MOTO,MASCULINO,19.0,6/4/2017,2017-06-04,2017-06-04,18-29
208,2017-0074,6/4/2017,2017,6,4,SD,SD,MASCULINO,70.0,6/4/2017,2017-06-04,2017-06-04,60+
209,2017-0075,6/12/2017,2017,6,12,PEATON,PEATON,MASCULINO,55.0,6/12/2017,2017-06-12,2017-06-12,50-59
210,2017-0076,6/13/2017,2017,6,13,PEATON,PEATON,FEMENINO,30.0,6/13/2017,2017-06-13,2017-06-13,30-39
211,2017-0077,6/17/2017,2017,6,17,CONDUCTOR,MOTO,FEMENINO,60.0,6/18/2017,2017-06-17,2017-06-18,60+
212,2017-0079,6/19/2017,2017,6,19,CONDUCTOR,MOTO,MASCULINO,33.0,6/19/2017,2017-06-19,2017-06-19,30-39
213,2017-0080,6/22/2017,2017,6,22,PEATON,PEATON,FEMENINO,95.0,6/22/2017,2017-06-22,2017-06-22,60+
214,2017-0082,6/25/2017,2017,6,25,PEATON,PEATON,MASCULINO,36.0,6/25/2017,2017-06-25,2017-06-25,30-39
215,2017-0083,7/4/2017,2017,7,4,CONDUCTOR,MOTO,MASCULINO,37.0,7/4/2017,2017-07-04,2017-07-04,30-39
216,2017-0084,7/5/2017,2017,7,5,PEATON,PEATON,FEMENINO,73.0,7/5/2017,2017-07-05,2017-07-05,60+
217,2017-0085,7/7/2017,2017,7,7,PEATON,PEATON,MASCULINO,84.0,7/7/2017,2017-07-07,2017-07-07,60+
218,2017-0086,7/9/2017,2017,7,9,PEATON,PEATON,FEMENINO,30.0,7/9/2017,2017-07-09,2017-07-09,30-39
219,2017-0087,7/10/2017,2017,7,10,PEATON,PEATON,FEMENINO,73.0,7/10/2017,2017-07-10,2017-07-10,60+
220,2017-0088,7/10/2017,2017,7,10,PEATON,PEATON,MASCULINO,43.0,7/10/2017,2017-07-10,2017-07-10,40-49
221,2017-0089,7/13/2017,2017,7,13,SD,SD,MASCULINO,23.0,SD,2017-07-13,,18-29
222,2017-0090,7/15/2017,2017,7,15,PEATON,PEATON,MASCULINO,22.0,7/15/2017,2017-07-15,2017-07-15,18-29
223,2017-0091,7/15/2017,2017,7,15,CONDUCTOR,MOTO,MASCULINO,58.0,7/15/2017,2017-07-15,2017-07-15,50-59
224,2017-0092,7/24/2017,2017,7,24,PEATON,PEATON,MASCULINO,66.0,7/24/2017,2017-07-24,2017-07-24,60+
225,2017-0093,7/25/2017,2017,7,25,PEATON,PEATON,MASCULINO,,7/25/2017,2017-07-25,2017-07-25,
226,2017-0094,7/27/2017,2017,7,27,CICLISTA,BICICLETA,FEMENINO,56.0,7/27/2017,2017-07-27,2017-07-27,50-59
227,2017-0095,8/6/2017,2017,8,6,CONDUCTOR,MOTO,MASCULINO,36.0,8/6/2017,2017-08-06,2017-08-06,30-39
228,2017-0096,8/7/2017,2017,8,7,PEATON,PEATON,MASCULINO,87.0,8/7/2017,2017-08-07,2017-08-07,60+
229,2017-0098,8/8/2017,2017,8,8,PEATON,PEATON,FEMENINO,61.0,8/8/2017,2017-08-08,2017-08-08,60+
230,2017-0099,8/17/2017,2017,8,17,CICLISTA,BICICLETA,MASCULINO,28.0,8/17/2017,2017-08-17,2017-08-17,18-29
231,2017-0100,8/21/2017,2017,8,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16.0,8/21/2017,2017-08-21,2017-08-21,0-17
232,2017-0101,8/23/2017,2017,8,23,PEATON,PEATON,FEMENINO,61.0,8/23/2017,2017-08-23,2017-08-23,60+
233,2017-0102,8/24/2017,2017,8,24,PEATON,PEATON,MASCULINO,46.0,8/24/2017,2017-08-24,2017-08-24,40-49
234,2017-0104,8/25/2017,2017,8,25,PEATON,PEATON,FEMENINO,18.0,8/25/2017,2017-08-25,2017-08-25,18-29
235,2017-0106,8/31/2017,2017,8,31,PEATON,PEATON,FEMENINO,85.0,8/31/2017,2017-08-31,2017-08-31,60+
236,2017-0107,9/1/2017,2017,9,1,CONDUCTOR,MOTO,MASCULINO,41.0,9/1/2017,2017-09-01,2017-09-01,40-49
237,2017-0108,9/2/2017,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17.0,9/2/2017,2017-09-02,2017-09-02,0-17
238,2017-0108,9/2/2017,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10.0,9/2/2017,2017-09-02,2017-09-02,0-17
239,2017-0109,9/4/2017,2017,9,4,CONDUCTOR,MOTO,MASCULINO,21.0,9/5/2017,2017-09-04,2017-09-05,18-29
240,2017-0110,9/6/2017,2017,9,6,PEATON,PEATON,MASCULINO,56.0,9/7/2017,2017-09-06,2017-09-07,50-59
241,2017-0111,9/7/2017,2017,9,7,PEATON,PEATON,FEMENINO,79.0,9/7/2017,2017-09-07,2017-09-07,60+
242,2017-0112,9/10/2017,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1.0,SD,2017-09-10,,0-17
243,2017-0112,9/10/2017,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,9/13/2017,2017-09-10,2017-09-13,
244,2017-0113,9/11/2017,2017,9,11,PEATON,PEATON,FEMENINO,76.0,9/11/2017,2017-09-11,2017-09-11,60+
245,2017-0114,9/15/2017,2017,9,15,CONDUCTOR,AUTO,MASCULINO,26.0,9/15/2017,2017-09-15,2017-09-15,18-29
246,2017-0115,9/19/2017,2017,9,19,CONDUCTOR,MOTO,MASCULINO,34.0,SD,2017-09-19,,30-39
247,2017-0116,9/20/2017,2017,9,20,CONDUCTOR,MOTO,MASCULINO,22.0,9/20/2017,2017-09-20,2017-09-20,18-29
248,2017-0118,9/22/2017,2017,9,22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,9/29/2017,2017-09-22,2017-09-29,18-29
249,2017-0120,10/2/2017,2017,10,2,CONDUCTOR,MOTO,MASCULINO,20.0,10/2/2017,2017-10-02,2017-10-02,18-29
250,2017-0123,10/10/2017,2017,10,10,PEATON,PEATON,FEMENINO,36.0,10/10/2017,2017-10-10,2017-10-10,30-39
251,2017-0124,10/12/2017,2017,10,12,CONDUCTOR,MOTO,MASCULINO,51.0,10/12/2017,2017-10-12,2017-10-12,50-59
252,2017-0125,10/13/2017,2017,10,13,CONDUCTOR,MOTO,MASCULINO,29.0,10/13/2017,2017-10-13,2017-10-13,18-29
253,2017-0126,10/14/2017,2017,10,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39.0,SD,2017-10-14,,30-39
254,2017-0126,10/14/2017,2017,10,14,CONDUCTOR,AUTO,MASCULINO,36.0,10/14/2017,2017-10-14,2017-10-14,30-39
255,2017-0127,10/16/2017,2017,10,16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24.0,10/16/2017,2017-10-16,2017-10-16,18-29
256,2017-0128,10/17/2017,2017,10,17,PEATON,PEATON,FEMENINO,60.0,10/17/2017,2017-10-17,2017-10-17,60+
257,2017-0129,10/26/2017,2017,10,26,CONDUCTOR,MOTO,MASCULINO,57.0,10/26/2017,2017-10-26,2017-10-26,50-59
258,2017-0130,10/27/2017,2017,10,27,CONDUCTOR,AUTO,MASCULINO,23.0,10/27/2017,2017-10-27,2017-10-27,18-29
259,2017-0132,10/30/2017,2017,10,30,CONDUCTOR,MOTO,MASCULINO,23.0,10/30/2017,2017-10-30,2017-10-30,18-29
260,2017-0134,11/6/2017,2017,11,6,PEATON,PEATON,FEMENINO,47.0,11/6/2017,2017-11-06,2017-11-06,40-49
261,2017-0135,11/7/2017,2017,11,7,CONDUCTOR,MOTO,MASCULINO,24.0,11/7/2017,2017-11-07,2017-11-07,18-29
262,2017-0136,11/16/2017,2017,11,16,PEATON,PEATON,MASCULINO,55.0,11/16/2017,2017-11-16,2017-11-16,50-59
263,2017-0137,11/17/2017,2017,11,17,PEATON,PEATON,FEMENINO,60.0,11/17/2017,2017-11-17,2017-11-17,60+
264,2017-0138,11/19/2017,2017,11,19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,11/19/2017,2017-11-19,2017-11-19,18-29
265,2017-0139,11/19/2017,2017,11,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0,11/19/2017,2017-11-19,2017-11-19,0-17
266,2017-0140,11/19/2017,2017,11,19,CONDUCTOR,MOTO,MASCULINO,24.0,11/19/2017,2017-11-19,2017-11-19,18-29
267,2017-0141,11/23/2017,2017,11,23,PEATON,PEATON,FEMENINO,22.0,11/23/2017,2017-11-23,2017-11-23,18-29
268,2017-0143,11/25/2017,2017,11,25,CONDUCTOR,AUTO,MASCULINO,50.0,11/25/2017,2017-11-25,2017-11-25,50-59
269,2017-0144,11/26/2017,2017,11,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0,11/26/2017,2017-11-26,2017-11-26,50-59
270,2017-0145,11/26/2017,2017,11,26,CONDUCTOR,MOTO,MASCULINO,58.0,11/26/2017,2017-11-26,2017-11-26,50-59
271,2017-0147,11/28/2017,2017,11,28,CONDUCTOR,MOTO,MASCULINO,49.0,11/28/2017,2017-11-28,2017-11-28,40-49
272,2017-0148,11/29/2017,2017,11,29,PEATON,PEATON,FEMENINO,82.0,11/29/2017,2017-11-29,2017-11-29,60+
273,2017-0149,11/30/2017,2017,11,30,PEATON,PEATON,MASCULINO,13.0,11/30/2017,2017-11-30,2017-11-30,0-17
274,2017-0150,12/4/2017,2017,12,4,PEATON,PEATON,MASCULINO,56.0,12/4/2017,2017-12-04,2017-12-04,50-59
275,2017-0151,12/4/2017,2017,12,4,PEATON,PEATON,MASCULINO,,12/4/2017,2017-12-04,2017-12-04,
276,2017-0152,12/6/2017,2017,12,6,CICLISTA,BICICLETA,MASCULINO,19.0,12/6/2017,2017-12-06,2017-12-06,18-29
277,2017-0153,12/11/2017,2017,12,11,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,12/12/2017,2017-12-11,2017-12-12,
278,2017-0153,12/11/2017,2017,12,11,CONDUCTOR,MOTO,MASCULINO,30.0,12/12/2017,2017-12-11,2017-12-12,30-39
279,2017-0154,12/11/2017,2017,12,11,PEATON,PEATON,MASCULINO,76.0,12/11/2017,2017-12-11,2017-12-11,60+
280,2017-0155,12/12/2017,2017,12,12,SD,SD,MASCULINO,77.0,SD,2017-12-12,,60+
281,2017-0157,12/17/2017,2017,12,17,CONDUCTOR,AUTO,MASCULINO,53.0,12/17/2017,2017-12-17,2017-12-17,50-59
282,2017-0158,12/18/2017,2017,12,18,CONDUCTOR,MOTO,MASCULINO,32.0,12/18/2017,2017-12-18,2017-12-18,30-39
283,2017-0159,12/20/2017,2017,12,20,CONDUCTOR,MOTO,MASCULINO,27.0,12/20/2017,2017-12-20,2017-12-20,18-29
284,2017-0160,12/22/2017,2017,12,22,PEATON,PEATON,FEMENINO,30.0,12/22/2017,2017-12-22,2017-12-22,30-39
285,2017-0161,12/26/2017,2017,12,26,PEATON,PEATON,FEMENINO,30.0,12/26/2017,2017-12-26,2017-12-26,30-39
286,2018-0001,1/1/2018,2018,1,1,PEATON,PEATON,MASCULINO,83.0,1/2/2018,2018-01-01,2018-01-02,60+
287,2018-0002,1/3/2018,2018,1,3,CICLISTA,BICICLETA,FEMENINO,26.0,1/3/2018,2018-01-03,2018-01-03,18-29
288,2018-0003,1/5/2018,2018,1,5,PEATON,PEATON,FEMENINO,58.0,1/5/2018,2018-01-05,2018-01-05,50-59
289,2018-0004,1/9/2018,2018,1,9,CONDUCTOR,MOTO,MASCULINO,39.0,1/9/2018,2018-01-09,2018-01-09,30-39
290,2018-0005,1/9/2018,2018,1,9,PEATON,PEATON,MASCULINO,54.0,1/9/2018,2018-01-09,2018-01-09,50-59
291,2018-0006,1/10/2018,2018,1,10,CICLISTA,BICICLETA,FEMENINO,45.0,1/10/2018,2018-01-10,2018-01-10,40-49
292,2018-0007,1/11/2018,2018,1,11,CONDUCTOR,AUTO,MASCULINO,46.0,1/11/2018,2018-01-11,2018-01-11,40-49
293,2018-0008,1/12/2018,2018,1,12,CONDUCTOR,MOTO,FEMENINO,32.0,1/12/2018,2018-01-12,2018-01-12,30-39
294,2018-0009,1/14/2018,2018,1,14,CONDUCTOR,MOTO,MASCULINO,19.0,1/14/2018,2018-01-14,2018-01-14,18-29
295,2018-0010,1/18/2018,2018,1,18,CONDUCTOR,MOTO,MASCULINO,40.0,1/18/2018,2018-01-18,2018-01-18,40-49
296,2018-0011,1/19/2018,2018,1,19,PEATON,PEATON,MASCULINO,84.0,1/19/2018,2018-01-19,2018-01-19,60+
297,2018-0012,1/26/2018,2018,1,26,CONDUCTOR,MOTO,MASCULINO,20.0,1/26/2018,2018-01-26,2018-01-26,18-29
298,2018-0013,1/28/2018,2018,1,28,CONDUCTOR,MOTO,MASCULINO,44.0,1/28/2018,2018-01-28,2018-01-28,40-49
299,2018-0014,1/31/2018,2018,1,31,PEATON,PEATON,MASCULINO,,2/4/2018,2018-01-31,2018-02-04,
300,2018-0015,2/6/2018,2018,2,6,CONDUCTOR,MOTO,MASCULINO,28.0,2/6/2018,2018-02-06,2018-02-06,18-29
301,2018-0015,2/6/2018,2018,2,6,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19.0,2/6/2018,2018-02-06,2018-02-06,18-29
302,2018-0016,2/15/2018,2018,2,15,CONDUCTOR,MOTO,MASCULINO,31.0,2/15/2018,2018-02-15,2018-02-15,30-39
303,2018-0017,2/17/2018,2018,2,17,PEATON,PEATON,MASCULINO,35.0,2/20/2018,2018-02-17,2018-02-20,30-39
304,2018-0018,2/17/2018,2018,2,17,CONDUCTOR,MOTO,MASCULINO,26.0,2/17/2018,2018-02-17,2018-02-17,18-29
305,2018-0019,2/17/2018,2018,2,17,PEATON,PEATON,FEMENINO,80.0,2/17/2018,2018-02-17,2018-02-17,60+
306,2018-0020,2/19/2018,2018,2,19,CONDUCTOR,MOTO,MASCULINO,26.0,2/19/2018,2018-02-19,2018-02-19,18-29
307,2018-0021,2/22/2018,2018,2,22,PEATON,PEATON,FEMENINO,62.0,2/22/2018,2018-02-22,2018-02-22,60+
308,2018-0022,2/24/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28.0,2/24/2018,2018-02-24,2018-02-24,18-29
309,2018-0023,2/24/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28.0,2/24/2018,2018-02-24,2018-02-24,18-29
310,2018-0024,2/28/2018,2018,2,28,PEATON,PEATON,MASCULINO,70.0,2/28/2018,2018-02-28,2018-02-28,60+
311,2018-0025,3/4/2018,2018,3,4,PEATON,PEATON,MASCULINO,70.0,3/5/2018,2018-03-04,2018-03-05,60+
312,2018-0026,3/9/2018,2018,3,9,CONDUCTOR,MOVIL,MASCULINO,24.0,3/9/2018,2018-03-09,2018-03-09,18-29
313,2018-0026,3/9/2018,2018,3,9,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30.0,3/9/2018,2018-03-09,2018-03-09,30-39
314,2018-0027,3/11/2018,2018,3,11,PEATON,PEATON,FEMENINO,74.0,3/11/2018,2018-03-11,2018-03-11,60+
315,2018-0028,3/13/2018,2018,3,13,PEATON,PEATON,MASCULINO,71.0,3/13/2018,2018-03-13,2018-03-13,60+
316,2018-0029,3/15/2018,2018,3,15,CONDUCTOR,MOTO,MASCULINO,26.0,3/15/2018,2018-03-15,2018-03-15,18-29
317,2018-0030,3/20/2018,2018,3,20,CONDUCTOR,MOTO,MASCULINO,24.0,3/20/2018,2018-03-20,2018-03-20,18-29
318,2018-0031,3/28/2018,2018,3,28,CONDUCTOR,MOTO,MASCULINO,31.0,3/28/2018,2018-03-28,2018-03-28,30-39
319,2018-0032,4/2/2018,2018,4,2,PEATON,PEATON,MASCULINO,70.0,4/2/2018,2018-04-02,2018-04-02,60+
320,2018-0033,4/7/2018,2018,4,7,CONDUCTOR,MOTO,FEMENINO,42.0,4/10/2018,2018-04-07,2018-04-10,40-49
321,2018-0034,4/11/2018,2018,4,11,PEATON,PEATON,MASCULINO,24.0,4/11/2018,2018-04-11,2018-04-11,18-29
322,2018-0035,4/12/2018,2018,4,12,PEATON,PEATON,FEMENINO,39.0,4/12/2018,2018-04-12,2018-04-12,30-39
323,2018-0036,4/13/2018,2018,4,13,CONDUCTOR,MOTO,MASCULINO,37.0,4/15/2018,2018-04-13,2018-04-15,30-39
324,2018-0037,4/18/2018,2018,4,18,PEATON,PEATON,MASCULINO,84.0,4/19/2018,2018-04-18,2018-04-19,60+
325,2018-0038,4/20/2018,2018,4,20,PEATON,PEATON,FEMENINO,59.0,4/20/2018,2018-04-20,2018-04-20,50-59
326,2018-0038,4/20/2018,2018,4,20,PEATON,PEATON,MASCULINO,61.0,4/20/2018,2018-04-20,2018-04-20,60+
327,2018-0039,4/21/2018,2018,4,21,PEATON,PEATON,MASCULINO,37.0,4/21/2018,2018-04-21,2018-04-21,30-39
328,2018-0040,4/27/2018,2018,4,27,PEATON,PEATON,FEMENINO,,4/27/2018,2018-04-27,2018-04-27,
329,2018-0041,4/27/2018,2018,4,27,PEATON,PEATON,FEMENINO,78.0,4/27/2018,2018-04-27,2018-04-27,60+
330,2018-0042,4/27/2018,2018,4,27,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23.0,4/27/2018,2018-04-27,2018-04-27,18-29
331,2018-0043,4/28/2018,2018,4,28,CONDUCTOR,MOTO,MASCULINO,25.0,4/29/2018,2018-04-28,2018-04-29,18-29
332,2018-0044,4/28/2018,2018,4,28,PEATON,PEATON,FEMENINO,50.0,4/28/2018,2018-04-28,2018-04-28,50-59
333,2018-0045,4/30/2018,2018,4,30,CONDUCTOR,AUTO,MASCULINO,60.0,4/30/2018,2018-04-30,2018-04-30,60+
334,2018-0046,5/2/2018,2018,5,2,PEATON,PEATON,MASCULINO,11.0,5/2/2018,2018-05-02,2018-05-02,0-17
335,2018-0047,5/8/2018,2018,5,8,PEATON,PEATON,MASCULINO,82.0,5/9/2018,2018-05-08,2018-05-09,60+
336,2018-0048,5/9/2018,2018,5,9,PEATON,PEATON,MASCULINO,57.0,5/16/2018,2018-05-09,2018-05-16,50-59
337,2018-0049,5/11/2018,2018,5,11,PEATON,PEATON,FEMENINO,40.0,5/13/2018,2018-05-11,2018-05-13,40-49
338,2018-0050,5/14/2018,2018,5,14,PEATON,PEATON,FEMENINO,47.0,5/24/2018,2018-05-14,2018-05-24,40-49
339,2018-0051,5/15/2018,2018,5,15,PEATON,PEATON,FEMENINO,57.0,5/15/2018,2018-05-15,2018-05-15,50-59
340,2018-0052,5/18/2018,2018,5,18,PEATON,PEATON,MASCULINO,78.0,5/19/2018,2018-05-18,2018-05-19,60+
341,2018-0053,5/20/2018,2018,5,20,CONDUCTOR,MOTO,MASCULINO,43.0,5/20/2018,2018-05-20,2018-05-20,40-49
342,2018-0054,5/22/2018,2018,5,22,PEATON,PEATON,FEMENINO,86.0,5/25/2018,2018-05-22,2018-05-25,60+
343,2018-0055,5/29/2018,2018,5,29,CONDUCTOR,MOTO,MASCULINO,21.0,5/29/2018,2018-05-29,2018-05-29,18-29
344,2018-0056,6/2/2018,2018,6,2,PEATON,PEATON,FEMENINO,69.0,6/4/2018,2018-06-02,2018-06-04,60+
345,2018-0057,6/3/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,33.0,6/4/2018,2018-06-03,2018-06-04,30-39
346,2018-0058,6/3/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,26.0,6/13/2018,2018-06-03,2018-06-13,18-29
347,2018-0059,6/8/2018,2018,6,8,CONDUCTOR,MOTO,MASCULINO,54.0,6/8/2018,2018-06-08,2018-06-08,50-59
348,2018-0060,6/8/2018,2018,6,8,PEATON,PEATON,MASCULINO,51.0,6/8/2018,2018-06-08,2018-06-08,50-59
349,2018-0061,6/10/2018,2018,6,10,CONDUCTOR,MOTO,MASCULINO,51.0,6/10/2018,2018-06-10,2018-06-10,50-59
350,2018-0062,6/14/2018,2018,6,14,PEATON,PEATON,MASCULINO,32.0,6/14/2018,2018-06-14,2018-06-14,30-39
351,2018-0063,6/16/2018,2018,6,16,PEATON,PEATON,FEMENINO,28.0,6/17/2018,2018-06-16,2018-06-17,18-29
352,2018-0064,6/25/2018,2018,6,25,CONDUCTOR,AUTO,MASCULINO,30.0,6/25/2018,2018-06-25,2018-06-25,30-39
353,2018-0065,6/26/2018,2018,6,26,CONDUCTOR,MOTO,MASCULINO,35.0,6/26/2018,2018-06-26,2018-06-26,30-39
354,2018-0066,6/28/2018,2018,6,28,PEATON,PEATON,MASCULINO,73.0,6/28/2018,2018-06-28,2018-06-28,60+
355,2018-0067,6/29/2018,2018,6,29,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0,7/6/2018,2018-06-29,2018-07-06,60+
356,2018-0068,7/1/2018,2018,7,1,CONDUCTOR,MOTO,MASCULINO,21.0,7/1/2018,2018-07-01,2018-07-01,18-29
357,2018-0069,7/4/2018,2018,7,4,CICLISTA,BICICLETA,MASCULINO,20.0,7/4/2018,2018-07-04,2018-07-04,18-29
358,2018-0070,7/7/2018,2018,7,7,CONDUCTOR,MOTO,MASCULINO,33.0,7/7/2018,2018-07-07,2018-07-07,30-39
359,2018-0071,7/10/2018,2018,7,10,CONDUCTOR,MOTO,MASCULINO,,7/10/2018,2018-07-10,2018-07-10,
360,2018-0072,7/11/2018,2018,7,11,CONDUCTOR,MOTO,MASCULINO,27.0,7/13/2018,2018-07-11,2018-07-13,18-29
361,2018-0073,7/11/2018,2018,7,11,PEATON,PEATON,FEMENINO,67.0,7/11/2018,2018-07-11,2018-07-11,60+
362,2018-0074,7/14/2018,2018,7,14,CONDUCTOR,AUTO,MASCULINO,25.0,7/14/2018,2018-07-14,2018-07-14,18-29
363,2018-0075,7/15/2018,2018,7,15,PEATON,PEATON,MASCULINO,23.0,7/15/2018,2018-07-15,2018-07-15,18-29
364,2018-0076,7/16/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73.0,7/16/2018,2018-07-16,2018-07-16,60+
365,2018-0077,7/16/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58.0,7/17/2018,2018-07-16,2018-07-17,50-59
366,2018-0078,7/21/2018,2018,7,21,PEATON,PEATON,MASCULINO,27.0,7/21/2018,2018-07-21,2018-07-21,18-29
367,2018-0079,7/23/2018,2018,7,23,PEATON,PEATON,MASCULINO,,7/23/2018,2018-07-23,2018-07-23,
368,2018-0080,7/25/2018,2018,7,25,PEATON,PEATON,MASCULINO,26.0,7/25/2018,2018-07-25,2018-07-25,18-29
369,2018-0081,7/29/2018,2018,7,29,PEATON,PEATON,MASCULINO,35.0,7/29/2018,2018-07-29,2018-07-29,30-39
370,2018-0082,8/1/2018,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17.0,8/1/2018,2018-08-01,2018-08-01,0-17
371,2018-0083,8/2/2018,2018,8,2,CONDUCTOR,MOTO,MASCULINO,,8/2/2018,2018-08-02,2018-08-02,
372,2018-0084,8/3/2018,2018,8,3,PEATON,PEATON,MASCULINO,45.0,8/3/2018,2018-08-03,2018-08-03,40-49
373,2018-0085,8/3/2018,2018,8,3,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,8/3/2018,2018-08-03,2018-08-03,18-29
374,2018-0085,8/3/2018,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30.0,8/3/2018,2018-08-03,2018-08-03,30-39
375,2018-0086,8/10/2018,2018,8,10,PEATON,PEATON,MASCULINO,40.0,8/10/2018,2018-08-10,2018-08-10,40-49
376,2018-0087,8/15/2018,2018,8,15,PEATON,PEATON,MASCULINO,75.0,8/20/2018,2018-08-15,2018-08-20,60+
377,2018-0088,8/17/2018,2018,8,17,CONDUCTOR,MOTO,MASCULINO,,8/17/2018,2018-08-17,2018-08-17,
378,2018-0089,8/17/2018,2018,8,17,PEATON,PEATON,MASCULINO,80.0,8/17/2018,2018-08-17,2018-08-17,60+
379,2018-0090,8/18/2018,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27.0,8/18/2018,2018-08-18,2018-08-18,18-29
380,2018-0091,8/19/2018,2018,8,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,8/19/2018,2018-08-19,2018-08-19,18-29
381,2018-0092,8/20/2018,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23.0,8/20/2018,2018-08-20,2018-08-20,18-29
382,2018-0093,8/20/2018,2018,8,20,PEATON,PEATON,MASCULINO,24.0,8/20/2018,2018-08-20,2018-08-20,18-29
383,2018-0094,8/23/2018,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32.0,8/23/2018,2018-08-23,2018-08-23,30-39
384,2018-0095,8/26/2018,2018,8,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0,8/26/2018,2018-08-26,2018-08-26,40-49
385,2018-0096,8/31/2018,2018,8,31,PEATON,PEATON,MASCULINO,39.0,8/31/2018,2018-08-31,2018-08-31,30-39
386,2018-0097,9/2/2018,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35.0,9/2/2018,2018-09-02,2018-09-02,30-39
387,2018-0098,9/9/2018,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55.0,9/9/2018,2018-09-09,2018-09-09,50-59
388,2018-0098,9/9/2018,2018,9,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0,9/9/2018,2018-09-09,2018-09-09,50-59
389,2018-0099,9/12/2018,2018,9,12,PEATON,PEATON,MASCULINO,18.0,9/13/2018,2018-09-12,2018-09-13,18-29
390,2018-0100,9/20/2018,2018,9,20,SD,MOTO,FEMENINO,33.0,9/20/2018,2018-09-20,2018-09-20,30-39
391,2018-0101,9/21/2018,2018,9,21,CONDUCTOR,AUTO,MASCULINO,,9/21/2018,2018-09-21,2018-09-21,
392,2018-0102,9/21/2018,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20.0,9/21/2018,2018-09-21,2018-09-21,18-29
393,2018-0103,9/27/2018,2018,9,27,PEATON,PEATON,MASCULINO,1.0,9/29/2018,2018-09-27,2018-09-29,0-17
